user_id,username,display_name,account_age_days,followers_count,following_count,follow_ratio,posts_count,comments_count,unique_posts_commented,posts_per_day,comments_per_day,comments_per_post,duplicate_comment_rate,cross_post_comment_rate,max_comments_in_one_hour,is_bot,account_type
4ec38ffa-7d4b-4bec-90da-bc039184d45d,sim_user_0021,Simulated User 0021,1187.02,19,10,0.5263,8,10,10,0.0067,0.0084,1.25,0.0,0.0,1,0.0,human
56a6df03-260a-47e4-b59a-d5556094d2c0,sim_user_0022,Simulated User 0022,1247.02,24,11,0.4583,2,3,3,0.0016,0.0024,1.5,0.0,0.0,1,0.0,human
50c62ebb-ce29-47d9-9df0-7a559497cdb8,sim_user_0023,Simulated User 0023,590.02,16,8,0.5,7,14,14,0.0119,0.0237,2.0,0.3571,0.6429,1,0.0,human
2b68b71c-e7d7-449b-bc20-ed62ccc29c98,sim_user_0024,Simulated User 0024,565.02,15,9,0.6,0,11,11,0.0,0.0195,11.0,0.1818,0.3636,1,0.0,human
e864600c-93bd-461e-b337-bdbaeeb3695e,sim_user_0025,Simulated User 0025,1036.02,13,14,1.0769,2,1,1,0.0019,0.001,0.5,0.0,0.0,1,0.0,human
38f922c3-094d-4cb3-9a9e-8023e3215d94,sim_user_0026,Simulated User 0026,894.02,19,8,0.4211,2,2,2,0.0022,0.0022,1.0,0.0,0.0,1,0.0,human
5e503bc7-a10a-43ca-9e85-ccf986ba3224,sim_user_0027,Simulated User 0027,1355.02,18,11,0.6111,8,14,14,0.0059,0.0103,1.75,0.1429,0.2857,1,0.0,human
66d0b101-db24-4048-946f-9033d4c6f37a,sim_user_0028,Simulated User 0028,294.02,18,13,0.7222,3,10,10,0.0102,0.034,3.3333,0.2,0.4,1,0.0,human
476a9a31-360c-4e3a-9080-313c81c4c605,sim_user_0029,Simulated User 0029,1215.02,18,10,0.5556,6,6,6,0.0049,0.0049,1.0,0.0,0.0,1,0.0,human
6b073d0f-6f43-4047-913c-4c4022f6c359,sim_user_0030,Simulated User 0030,1475.02,14,11,0.7857,3,10,10,0.002,0.0068,3.3333,0.2,0.4,1,0.0,human
9d356754-6691-4b65-b873-08c063ec3797,sim_user_0031,Simulated User 0031,1058.02,11,12,1.0909,5,8,8,0.0047,0.0076,1.6,0.0,0.0,1,0.0,human
885ede35-8930-4efe-91d6-f10583af7a78,sim_user_0032,Simulated User 0032,1435.02,10,10,1.0,2,12,12,0.0014,0.0084,6.0,0.0,0.0,1,0.0,human
ffeea4f0-a61c-4c2c-b36e-aa88aa608b22,sim_user_0033,Simulated User 0033,621.02,16,7,0.4375,8,3,3,0.0129,0.0048,0.375,0.0,0.0,1,0.0,human
9d0f92f2-d6ff-4b65-82d2-206f363f0fd7,sim_user_0034,Simulated User 0034,1246.02,21,10,0.4762,7,5,5,0.0056,0.004,0.7143,0.0,0.0,1,0.0,human
a0085376-8ed7-44b8-bb81-23a438d9b82e,sim_user_0035,Simulated User 0035,278.02,10,10,1.0,5,9,9,0.018,0.0324,1.8,0.1111,0.2222,1,0.0,human
348434d0-34ef-4a11-ba41-60268bd5047b,sim_user_0036,Simulated User 0036,823.02,17,3,0.1765,1,10,10,0.0012,0.0122,10.0,0.0,0.0,1,0.0,human
a2da6a66-3743-4828-9912-d05c38a004e9,sim_user_0037,Simulated User 0037,707.02,23,11,0.4783,7,4,4,0.0099,0.0057,0.5714,0.0,0.0,1,0.0,human
2c8ddb7a-0718-4e44-86f6-5529e6a8318a,sim_user_0038,Simulated User 0038,1410.02,16,4,0.25,4,14,14,0.0028,0.0099,3.5,0.2143,0.3571,1,0.0,human
39867ff0-251d-4c2b-bf6a-fb984499f34a,sim_user_0039,Simulated User 0039,215.02,17,8,0.4706,2,3,3,0.0093,0.014,1.5,0.0,0.0,1,0.0,human
e1a44ac9-4c2a-4699-bed5-81ecd7186fdd,sim_user_0040,Simulated User 0040,753.02,24,5,0.2083,0,14,14,0.0,0.0186,14.0,0.2143,0.4286,2,0.0,human
25c305ea-3eeb-478b-90c7-2707b31b2d67,sim_user_0041,Simulated User 0041,979.02,14,11,0.7857,6,15,15,0.0061,0.0153,2.5,0.3333,0.5333,2,0.0,human
ab909910-45ae-40ce-8396-14e0881611b3,sim_user_0042,Simulated User 0042,372.02,16,7,0.4375,0,14,14,0.0,0.0376,14.0,0.2143,0.4286,1,0.0,human
f801351a-d50a-450a-b433-ff0e951c91e5,sim_user_0043,Simulated User 0043,1396.02,16,11,0.6875,6,7,7,0.0043,0.005,1.1667,0.0,0.0,1,0.0,human
58627f51-bdd6-4793-922f-f412690e87fe,sim_user_0044,Simulated User 0044,718.02,17,14,0.8235,8,2,2,0.0111,0.0028,0.25,0.0,0.0,1,0.0,human
eba13949-5b98-4387-870c-9934e0e90f21,sim_user_0045,Simulated User 0045,779.02,10,14,1.4,0,14,14,0.0,0.018,14.0,0.1429,0.2857,1,0.0,human
e35e901e-2fe0-4b55-a285-46362b4b2d5f,sim_user_0046,Simulated User 0046,561.02,7,5,0.7143,7,8,8,0.0125,0.0143,1.1429,0.125,0.25,1,0.0,human
21e56e81-005b-426d-b4f6-87db58a73de5,sim_user_0047,Simulated User 0047,535.02,13,6,0.4615,4,10,10,0.0075,0.0187,2.5,0.1,0.2,1,0.0,human
09947782-1cfb-4065-b08b-acf1e5278b20,sim_user_0048,Simulated User 0048,876.02,19,9,0.4737,7,12,12,0.008,0.0137,1.7143,0.0833,0.1667,1,0.0,human
192cf77e-b030-4042-afa5-8582b33ec3ab,sim_user_0049,Simulated User 0049,685.02,17,14,0.8235,7,10,10,0.0102,0.0146,1.4286,0.0,0.0,1,0.0,human
050f65b6-78ee-4f80-a92c-a713f4051243,sim_user_0050,Simulated User 0050,560.02,14,8,0.5714,6,2,2,0.0107,0.0036,0.3333,0.0,0.0,1,0.0,human
9db1444d-f4e8-4a67-b1e3-053942ec5a28,sim_user_0051,Simulated User 0051,1365.02,22,3,0.1364,5,5,5,0.0037,0.0037,1.0,0.2,0.4,1,0.0,human
4342556f-1128-4d6d-a2a0-2c8813f1afe8,sim_user_0052,Simulated User 0052,305.02,15,15,1.0,8,11,11,0.0262,0.0361,1.375,0.2727,0.5455,1,0.0,human
ec1b827c-1856-47ff-8f90-39dcc33cdedb,sim_user_0053,Simulated User 0053,974.02,20,10,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,human
d1a052d6-2c96-4c7c-a5ff-e9db4ed1fa64,sim_user_0054,Simulated User 0054,348.02,17,4,0.2353,0,12,12,0.0,0.0345,12.0,0.0833,0.1667,1,0.0,human
5e589a13-5565-4c84-8a5b-445f2c586e4c,sim_user_0055,Simulated User 0055,936.02,19,4,0.2105,6,10,10,0.0064,0.0107,1.6667,0.0,0.0,1,0.0,human
19147a24-944d-4c60-8dee-142678a01486,sim_user_0056,Simulated User 0056,756.02,19,5,0.2632,4,12,12,0.0053,0.0159,3.0,0.0833,0.1667,1,0.0,human
89ca8459-2a72-4381-a23e-726af5956fba,sim_user_0057,Simulated User 0057,642.02,17,12,0.7059,7,0,0,0.0109,0.0,0.0,0.0,0.0,0,0.0,human
83fcbe70-bf28-4350-906a-a6634e99ad94,sim_user_0058,Simulated User 0058,429.02,11,10,0.9091,0,15,15,0.0,0.035,15.0,0.1333,0.2667,2,0.0,human
828172ae-05cd-4096-98bc-5336d7d240ab,sim_user_0059,Simulated User 0059,737.02,11,7,0.6364,7,12,12,0.0095,0.0163,1.7143,0.0,0.0,1,0.0,human
681b03fc-1387-4421-9aae-def2cf0e3afc,sim_user_0060,Simulated User 0060,1270.02,15,12,0.8,4,2,2,0.0031,0.0016,0.5,0.0,0.0,1,0.0,human
c99b0ef8-5727-4ef7-99a3-05f124f1ff55,sim_user_0061,Simulated User 0061,1145.02,13,4,0.3077,1,9,9,0.0009,0.0079,9.0,0.0,0.0,1,0.0,human
e42023c5-bf8a-48d8-a18e-d0ff3bb724e3,sim_user_0062,Simulated User 0062,215.02,18,7,0.3889,6,0,0,0.0279,0.0,0.0,0.0,0.0,0,0.0,human
daff2d20-1dae-48c1-af87-e6cd8f225ba2,sim_user_0063,Simulated User 0063,194.02,15,5,0.3333,6,5,5,0.0309,0.0258,0.8333,0.2,0.4,1,0.0,human
05aae01b-15bf-43ff-a3c5-076bbd87b67e,sim_user_0064,Simulated User 0064,1193.02,18,9,0.5,5,1,1,0.0042,0.0008,0.2,0.0,0.0,1,0.0,human
99301406-e9f4-4ccc-934e-f2c2e7fadd59,sim_user_0065,Simulated User 0065,271.02,14,12,0.8571,7,2,2,0.0258,0.0074,0.2857,0.0,0.0,1,0.0,human
69a3c0dc-54e1-4a8b-b9f1-a0fa8b7ccc37,sim_user_0066,Simulated User 0066,498.02,22,9,0.4091,2,8,8,0.004,0.0161,4.0,0.0,0.0,1,0.0,human
5517729e-6b29-4f8b-91d1-4aae834f20e4,sim_user_0067,Simulated User 0067,481.02,21,5,0.2381,3,1,1,0.0062,0.0021,0.3333,0.0,0.0,1,0.0,human
62925bda-ab4c-4c2b-b952-ab20205cd16e,sim_user_0068,Simulated User 0068,812.02,9,11,1.2222,7,8,8,0.0086,0.0099,1.1429,0.125,0.25,1,0.0,human
de7591cf-a9bb-4f81-9018-f46aab4fd143,sim_user_0069,Simulated User 0069,873.02,22,6,0.2727,5,1,1,0.0057,0.0011,0.2,0.0,0.0,1,0.0,human
b3084399-32a8-4340-b66e-61e310ee33ba,sim_user_0070,Simulated User 0070,1405.02,17,8,0.4706,2,8,8,0.0014,0.0057,4.0,0.125,0.25,1,0.0,human
1075a83c-a788-46ed-aa75-26d9c23d392f,sim_user_0071,Simulated User 0071,534.02,12,5,0.4167,3,8,8,0.0056,0.015,2.6667,0.0,0.0,1,0.0,human
2fe7b2fa-372e-4270-9844-25a8b3b7e04d,sim_user_0072,Simulated User 0072,630.02,13,5,0.3846,0,4,4,0.0,0.0063,4.0,0.0,0.0,1,0.0,human
0e6258d8-86e6-4766-8fa2-90b621bdb7b1,sim_user_0073,Simulated User 0073,589.02,19,3,0.1579,2,7,7,0.0034,0.0119,3.5,0.0,0.0,1,0.0,human
8dcc4585-702d-4b8a-a414-a6ea005ff549,sim_user_0074,Simulated User 0074,1390.02,16,3,0.1875,5,0,0,0.0036,0.0,0.0,0.0,0.0,0,0.0,human
a4a9f31e-447e-4ab8-92fa-dd3403ef52f9,sim_user_0075,Simulated User 0075,1216.02,20,14,0.7,2,15,15,0.0016,0.0123,7.5,0.2,0.3333,1,0.0,human
f7196a0e-4988-4cf8-8efe-77f1f68b1b15,sim_user_0076,Simulated User 0076,970.02,18,7,0.3889,8,7,7,0.0082,0.0072,0.875,0.2857,0.5714,1,0.0,human
bada0eef-80bf-4c44-b150-fab0b1ab35e6,sim_user_0077,Simulated User 0077,309.02,18,14,0.7778,8,14,14,0.0259,0.0453,1.75,0.0714,0.1429,1,0.0,human
44c6cf6e-10f4-4781-82de-b9026258a261,sim_user_0078,Simulated User 0078,987.02,11,8,0.7273,7,2,2,0.0071,0.002,0.2857,0.0,0.0,1,0.0,human
dd7827ef-f652-4e21-bad1-993183f20756,sim_user_0079,Simulated User 0079,207.02,17,12,0.7059,1,5,5,0.0048,0.0242,5.0,0.2,0.4,1,0.0,human
8b5fc6da-d2ca-4722-a236-a04b377579d4,sim_user_0080,Simulated User 0080,1271.02,16,11,0.6875,3,12,12,0.0024,0.0094,4.0,0.0833,0.1667,2,0.0,human
17aedae9-aba0-45ae-b297-a0af1210d645,sim_user_0081,Simulated User 0081,760.02,12,11,0.9167,8,8,8,0.0105,0.0105,1.0,0.125,0.25,1,0.0,human
30297195-c1a0-4e33-b77d-65d5034810d5,sim_user_0082,Simulated User 0082,970.02,24,3,0.125,2,12,12,0.0021,0.0124,6.0,0.25,0.5,1,0.0,human
ea5f9230-374d-4ac2-aa8f-6fe7faefdd9d,sim_user_0083,Simulated User 0083,272.02,17,7,0.4118,2,10,10,0.0074,0.0368,5.0,0.2,0.4,1,0.0,human
82e2398e-daf7-430f-8d14-da774361fc44,sim_user_0084,Simulated User 0084,657.02,18,15,0.8333,0,2,2,0.0,0.003,2.0,0.0,0.0,1,0.0,human
9b32b1ea-ac6d-4e6d-9342-103e4eb0ea4c,sim_user_0085,Simulated User 0085,1100.02,16,7,0.4375,3,11,11,0.0027,0.01,3.6667,0.0909,0.1818,1,0.0,human
b69e320d-7b9e-4720-b700-7538f2390a28,sim_user_0086,Simulated User 0086,407.02,15,13,0.8667,4,14,14,0.0098,0.0344,3.5,0.1429,0.2857,1,0.0,human
36352bdd-365b-4e96-861a-7ffc2b19489d,sim_user_0087,Simulated User 0087,227.02,17,4,0.2353,2,4,4,0.0088,0.0176,2.0,0.0,0.0,1,0.0,human
781e1415-7ca1-42f2-a788-aac618c120bd,sim_user_0088,Simulated User 0088,744.02,19,12,0.6316,8,13,13,0.0108,0.0175,1.625,0.2308,0.4615,1,0.0,human
f483b298-7b0a-4f9e-9547-1c108a900401,sim_user_0089,Simulated User 0089,542.02,15,8,0.5333,3,4,4,0.0055,0.0074,1.3333,0.0,0.0,1,0.0,human
7b113bc5-acd5-4fa7-afe0-225b83ec4499,sim_user_0090,Simulated User 0090,445.02,15,7,0.4667,6,2,2,0.0135,0.0045,0.3333,0.0,0.0,1,0.0,human
f176ef41-7e01-43b9-8d50-854c83026910,sim_user_0091,Simulated User 0091,295.02,20,11,0.55,8,2,2,0.0271,0.0068,0.25,0.0,0.0,1,0.0,human
650951b9-c7d8-47b9-a1b5-d69a690c60b4,sim_user_0092,Simulated User 0092,847.02,16,14,0.875,8,7,7,0.0094,0.0083,0.875,0.0,0.0,1,0.0,human
f3bdfe68-1828-43e2-a7eb-3165fc888f24,sim_user_0093,Simulated User 0093,459.02,17,14,0.8235,3,5,5,0.0065,0.0109,1.6667,0.0,0.0,2,0.0,human
28e03c74-2af1-46dc-8e35-973e16d46e8a,sim_user_0094,Simulated User 0094,611.02,16,11,0.6875,7,7,7,0.0115,0.0115,1.0,0.0,0.0,1,0.0,human
3689ef6f-9220-44ac-8de1-18d3303dcce9,sim_user_0095,Simulated User 0095,938.02,15,7,0.4667,2,11,11,0.0021,0.0117,5.5,0.1818,0.3636,1,0.0,human
1b35f352-df32-403e-b667-a981422c5b1d,sim_user_0096,Simulated User 0096,1094.02,18,8,0.4444,7,11,11,0.0064,0.0101,1.5714,0.0909,0.1818,1,0.0,human
e59b7e7e-70f0-4447-9f31-9de8b78d72c0,sim_user_0097,Simulated User 0097,463.02,16,6,0.375,5,12,12,0.0108,0.0259,2.4,0.1667,0.3333,1,0.0,human
84315b0a-6375-4718-9000-cc22c76b6c86,sim_user_0098,Simulated User 0098,184.02,13,12,0.9231,5,8,8,0.0272,0.0435,1.6,0.375,0.625,1,0.0,human
f349eaaa-70de-473c-90b4-01ec4c91e303,sim_user_0099,Simulated User 0099,1086.02,21,13,0.619,3,5,5,0.0028,0.0046,1.6667,0.2,0.4,1,0.0,human
ee2f8e69-5f34-440b-8d04-58f43dbbae62,sim_user_0100,Simulated User 0100,1043.02,19,11,0.5789,7,10,10,0.0067,0.0096,1.4286,0.1,0.2,1,0.0,human
872cc306-c6d9-4d92-9fbd-deddc97918c8,sim_user_0101,Simulated User 0101,1384.02,14,8,0.5714,4,2,2,0.0029,0.0014,0.5,0.0,0.0,1,0.0,human
451c86e9-474c-4c1c-a130-912c5ef13744,sim_user_0102,Simulated User 0102,962.02,19,4,0.2105,1,14,14,0.001,0.0146,14.0,0.0714,0.1429,2,0.0,human
9b0d3181-07c4-4bb5-a0a4-2bee1fe3c65d,sim_user_0103,Simulated User 0103,721.02,26,6,0.2308,8,5,5,0.0111,0.0069,0.625,0.0,0.0,1,0.0,human
0b1d8fa0-f42c-4023-bc9b-28990efb68aa,sim_user_0104,Simulated User 0104,897.02,26,8,0.3077,6,4,4,0.0067,0.0045,0.6667,0.0,0.0,1,0.0,human
0ca3842d-eead-483b-ba31-1b1e5e5d4b3d,sim_user_0105,Simulated User 0105,1000.02,7,10,1.4286,7,14,14,0.007,0.014,2.0,0.2143,0.4286,1,0.0,human
9a18649a-ce0e-4274-a3b2-c66934d0def9,sim_user_0106,Simulated User 0106,883.02,22,12,0.5455,0,12,12,0.0,0.0136,12.0,0.0833,0.1667,1,0.0,human
3c56f274-54e5-416d-a3b1-9136f633fe6e,sim_user_0107,Simulated User 0107,1141.02,14,12,0.8571,6,14,14,0.0053,0.0123,2.3333,0.0714,0.1429,2,0.0,human
6fc63b44-390a-46e3-a22f-51ee2efba6c0,sim_user_0108,Simulated User 0108,550.02,17,11,0.6471,0,10,10,0.0,0.0182,10.0,0.0,0.0,1,0.0,human
3c291541-7ced-4aa7-8597-e068c2bae9c9,sim_user_0109,Simulated User 0109,831.02,18,13,0.7222,0,11,11,0.0,0.0132,11.0,0.1818,0.3636,1,0.0,human
e185c0db-af2e-4b95-b0ec-fdffbfe069f4,sim_user_0110,Simulated User 0110,1229.02,17,13,0.7647,4,13,13,0.0033,0.0106,3.25,0.1538,0.3077,1,0.0,human
9adac614-b2fb-49d5-9e2a-9dcc2fc4c363,sim_user_0111,Simulated User 0111,493.02,24,5,0.2083,3,3,3,0.0061,0.0061,1.0,0.3333,0.6667,1,0.0,human
33c6418c-a2c7-4450-98f3-9d14043be53d,sim_user_0112,Simulated User 0112,227.02,12,15,1.25,7,10,10,0.0308,0.044,1.4286,0.1,0.2,1,0.0,human
48d74abf-43fa-4dab-b5c2-93adbb2d70ab,sim_user_0113,Simulated User 0113,851.02,18,12,0.6667,2,6,6,0.0024,0.0071,3.0,0.1667,0.3333,1,0.0,human
fe88e27f-a5a3-4404-880b-f712390854df,sim_user_0114,Simulated User 0114,1290.02,14,11,0.7857,4,6,6,0.0031,0.0047,1.5,0.0,0.0,1,0.0,human
2b087ce8-c6fb-4905-8f1f-c42ca11ad023,sim_user_0115,Simulated User 0115,269.02,17,7,0.4118,8,13,13,0.0297,0.0483,1.625,0.1538,0.3077,1,0.0,human
5f4875cf-3ea2-429a-b553-1d6f63dbdea7,sim_user_0116,Simulated User 0116,444.02,21,8,0.381,4,4,4,0.009,0.009,1.0,0.0,0.0,1,0.0,human
9fab47af-8524-49af-82ca-199100241a48,sim_user_0117,Simulated User 0117,1284.02,10,11,1.1,4,15,15,0.0031,0.0117,3.75,0.2,0.4,1,0.0,human
96245fdf-7dc2-4b40-8fbf-749cf9221dbf,sim_user_0118,Simulated User 0118,555.02,15,12,0.8,4,1,1,0.0072,0.0018,0.25,0.0,0.0,1,0.0,human
f8ba554f-3a32-43bd-9410-83f8a6784d35,sim_user_0119,Simulated User 0119,1174.02,17,15,0.8824,1,2,2,0.0009,0.0017,2.0,0.0,0.0,1,0.0,human
d035afc8-3637-49bf-a69c-a33051761cd5,sim_user_0120,Simulated User 0120,1263.02,22,11,0.5,1,8,8,0.0008,0.0063,8.0,0.125,0.25,1,0.0,human
559196fc-3f50-4243-b784-6e97991b470c,sim_user_0121,Simulated User 0121,1293.02,11,12,1.0909,5,14,14,0.0039,0.0108,2.8,0.1429,0.2857,1,0.0,human
b0b9d8d1-2cd8-4190-b59e-5d06b97cf267,sim_user_0122,Simulated User 0122,1344.02,16,7,0.4375,2,11,11,0.0015,0.0082,5.5,0.0909,0.1818,1,0.0,human
38f86471-131b-4b03-a6bf-716e1daca652,sim_user_0123,Simulated User 0123,323.02,10,8,0.8,3,15,15,0.0093,0.0464,5.0,0.2,0.4,1,0.0,human
08515737-b6ab-4587-9f01-dfd3e795609e,sim_user_0124,Simulated User 0124,668.02,14,13,0.9286,0,15,15,0.0,0.0225,15.0,0.1333,0.2667,1,0.0,human
